maGD|thoiGian|loaiGD|soTien|soTKGui|soTKNhan
GD801|30/04/2026 23:59|LAI|189297|NGAN_HANG|341042880
GD802|31/05/2026 23:59|LAI|196250|NGAN_HANG|341042880
GD803|30/11/2022 23:59|LAI|92560|NGAN_HANG|479589491
GD804|31/12/2022 23:59|LAI|151333|NGAN_HANG|479589491
GD805|31/01/2023 23:59|LAI|151848|NGAN_HANG|479589491
GD806|28/02/2023 23:59|LAI|137619|NGAN_HANG|479589491
GD807|31/03/2023 23:59|LAI|152831|NGAN_HANG|479589491
GD808|30/04/2023 23:59|LAI|148403|NGAN_HANG|479589491
GD809|31/05/2023 23:59|LAI|153854|NGAN_HANG|479589491
GD810|30/06/2023 23:59|LAI|149397|NGAN_HANG|479589491
GD811|31/07/2023 23:59|LAI|154885|NGAN_HANG|479589491
GD812|31/08/2023 23:59|LAI|155411|NGAN_HANG|479589491
GD813|30/09/2023 23:59|LAI|150908|NGAN_HANG|479589491
GD814|31/10/2023 23:59|LAI|156451|NGAN_HANG|479589491
GD815|30/11/2023 23:59|LAI|151919|NGAN_HANG|479589491
GD816|31/12/2023 23:59|LAI|157499|NGAN_HANG|479589491
GD817|31/01/2024 23:59|LAI|158034|NGAN_HANG|479589491
GD818|29/02/2024 23:59|LAI|148341|NGAN_HANG|479589491
GD819|31/03/2024 23:59|LAI|159075|NGAN_HANG|479589491
GD820|30/04/2024 23:59|LAI|154466|NGAN_HANG|479589491
GD821|31/05/2024 23:59|LAI|160140|NGAN_HANG|479589491
GD822|30/06/2024 23:59|LAI|155501|NGAN_HANG|479589491
GD823|31/07/2024 23:59|LAI|161212|NGAN_HANG|479589491
GD824|31/08/2024 23:59|LAI|161760|NGAN_HANG|479589491
GD825|30/09/2024 23:59|LAI|157074|NGAN_HANG|479589491
GD826|31/10/2024 23:59|LAI|162843|NGAN_HANG|479589491
GD827|30/11/2024 23:59|LAI|158126|NGAN_HANG|479589491
GD828|31/12/2024 23:59|LAI|163934|NGAN_HANG|479589491
GD829|31/01/2025 23:59|LAI|164491|NGAN_HANG|479589491
GD830|28/02/2025 23:59|LAI|149077|NGAN_HANG|479589491
GD831|31/03/2025 23:59|LAI|148613|NGAN_HANG|479589491
GD832|30/04/2025 23:59|LAI|141505|NGAN_HANG|479589491
GD833|31/05/2025 23:59|LAI|146702|NGAN_HANG|479589491
GD834|30/06/2025 23:59|LAI|142452|NGAN_HANG|479589491
GD835|31/07/2025 23:59|LAI|147684|NGAN_HANG|479589491
GD836|31/08/2025 23:59|LAI|148186|NGAN_HANG|479589491
GD837|30/09/2025 23:59|LAI|131973|NGAN_HANG|479589491
GD838|31/10/2025 23:59|LAI|137318|NGAN_HANG|479589491
GD839|30/11/2025 23:59|LAI|133339|NGAN_HANG|479589491
GD840|31/12/2025 23:59|LAI|138237|NGAN_HANG|479589491
GD841|31/01/2026 23:59|LAI|138707|NGAN_HANG|479589491
GD842|28/02/2026 23:59|LAI|125709|NGAN_HANG|479589491
GD843|31/03/2026 23:59|LAI|139605|NGAN_HANG|479589491
GD844|30/04/2026 23:59|LAI|135561|NGAN_HANG|479589491
GD845|31/05/2026 23:59|LAI|140540|NGAN_HANG|479589491
GD846|31/05/2024 23:59|LAI|94480|NGAN_HANG|585526790
GD847|30/06/2024 23:59|LAI|90071|NGAN_HANG|585526790
GD848|31/07/2024 23:59|LAI|93379|NGAN_HANG|585526790
GD849|31/08/2024 23:59|LAI|93696|NGAN_HANG|585526790
GD850|30/09/2024 23:59|LAI|90982|NGAN_HANG|585526790
GD851|31/10/2024 23:59|LAI|94324|NGAN_HANG|585526790
GD852|30/11/2024 23:59|LAI|91591|NGAN_HANG|585526790
GD853|31/12/2024 23:59|LAI|97987|NGAN_HANG|585526790
GD854|31/01/2025 23:59|LAI|99764|NGAN_HANG|585526790
GD855|28/02/2025 23:59|LAI|90415|NGAN_HANG|585526790
GD856|31/03/2025 23:59|LAI|100410|NGAN_HANG|585526790
GD857|30/04/2025 23:59|LAI|97501|NGAN_HANG|585526790
GD858|31/05/2025 23:59|LAI|101082|NGAN_HANG|585526790
GD859|30/06/2025 23:59|LAI|98154|NGAN_HANG|585526790
GD860|31/07/2025 23:59|LAI|101759|NGAN_HANG|585526790
GD861|31/08/2025 23:59|LAI|102105|NGAN_HANG|585526790
GD862|30/09/2025 23:59|LAI|99146|NGAN_HANG|585526790
GD863|31/10/2025 23:59|LAI|102788|NGAN_HANG|585526790
GD864|30/11/2025 23:59|LAI|99810|NGAN_HANG|585526790
GD865|31/12/2025 23:59|LAI|103476|NGAN_HANG|585526790
GD866|31/01/2026 23:59|LAI|103828|NGAN_HANG|585526790
GD867|28/02/2026 23:59|LAI|94099|NGAN_HANG|585526790
GD868|31/03/2026 23:59|LAI|104500|NGAN_HANG|585526790
GD869|30/04/2026 23:59|LAI|101473|NGAN_HANG|585526790
GD870|31/05/2026 23:59|LAI|105200|NGAN_HANG|585526790
GD871|30/11/2024 23:59|LAI|8603|NGAN_HANG|104197280
GD872|31/12/2024 23:59|LAI|38130|NGAN_HANG|104197280
GD873|31/01/2025 23:59|LAI|38260|NGAN_HANG|104197280
GD874|28/02/2025 23:59|LAI|36983|NGAN_HANG|104197280
GD875|31/03/2025 23:59|LAI|46467|NGAN_HANG|104197280
GD876|30/04/2025 23:59|LAI|45121|NGAN_HANG|104197280
GD877|31/05/2025 23:59|LAI|46778|NGAN_HANG|104197280
GD878|30/06/2025 23:59|LAI|45423|NGAN_HANG|104197280
GD879|31/07/2025 23:59|LAI|47091|NGAN_HANG|104197280
GD880|31/08/2025 23:59|LAI|51015|NGAN_HANG|104197280
GD881|30/09/2025 23:59|LAI|42506|NGAN_HANG|104197280
GD882|31/10/2025 23:59|LAI|39223|NGAN_HANG|104197280
GD883|30/11/2025 23:59|LAI|38087|NGAN_HANG|104197280
GD884|31/12/2025 23:59|LAI|39486|NGAN_HANG|104197280
GD885|31/01/2026 23:59|LAI|39620|NGAN_HANG|104197280
GD886|28/02/2026 23:59|LAI|35907|NGAN_HANG|104197280
GD887|31/03/2026 23:59|LAI|39877|NGAN_HANG|104197280
GD888|30/04/2026 23:59|LAI|38721|NGAN_HANG|104197280
GD889|31/05/2026 23:59|LAI|40144|NGAN_HANG|104197280
GD890|30/09/2025 23:59|LAI|57876|NGAN_HANG|273744485
GD891|31/10/2025 23:59|LAI|163303|NGAN_HANG|273744485
GD892|30/11/2025 23:59|LAI|158572|NGAN_HANG|273744485
GD893|31/12/2025 23:59|LAI|164396|NGAN_HANG|273744485
GD894|31/01/2026 23:59|LAI|164955|NGAN_HANG|273744485
GD895|28/02/2026 23:59|LAI|149497|NGAN_HANG|273744485
GD896|31/03/2026 23:59|LAI|166023|NGAN_HANG|273744485
GD897|30/04/2026 23:59|LAI|161213|NGAN_HANG|273744485
GD898|31/05/2026 23:59|LAI|167135|NGAN_HANG|273744485
GD899|31/01/2022 23:59|LAI|51346|NGAN_HANG|647350923
GD900|28/02/2022 23:59|LAI|130857|NGAN_HANG|647350923
GD901|31/03/2022 23:59|LAI|145322|NGAN_HANG|647350923
GD902|30/04/2022 23:59|LAI|141112|NGAN_HANG|647350923
GD903|31/05/2022 23:59|LAI|146296|NGAN_HANG|647350923
GD904|30/06/2022 23:59|LAI|142057|NGAN_HANG|647350923
GD905|31/07/2022 23:59|LAI|147275|NGAN_HANG|647350923
GD906|31/08/2022 23:59|LAI|147776|NGAN_HANG|647350923
GD907|30/09/2022 23:59|LAI|143494|NGAN_HANG|647350923
GD908|31/10/2022 23:59|LAI|148765|NGAN_HANG|647350923
GD909|30/11/2022 23:59|LAI|144455|NGAN_HANG|647350923
GD910|31/12/2022 23:59|LAI|149761|NGAN_HANG|647350923
GD911|31/01/2023 23:59|LAI|150270|NGAN_HANG|647350923
GD912|28/02/2023 23:59|LAI|136189|NGAN_HANG|647350923
GD913|31/03/2023 23:59|LAI|152301|NGAN_HANG|647350923
GD914|30/04/2023 23:59|LAI|148452|NGAN_HANG|647350923
GD915|31/05/2023 23:59|LAI|153905|NGAN_HANG|647350923
GD916|30/06/2023 23:59|LAI|149446|NGAN_HANG|647350923
GD917|31/07/2023 23:59|LAI|154935|NGAN_HANG|647350923
GD918|31/08/2023 23:59|LAI|155462|NGAN_HANG|647350923
GD919|30/09/2023 23:59|LAI|150958|NGAN_HANG|647350923
GD920|31/10/2023 23:59|LAI|156503|NGAN_HANG|647350923
GD921|30/11/2023 23:59|LAI|151969|NGAN_HANG|647350923
GD922|31/12/2023 23:59|LAI|157551|NGAN_HANG|647350923
GD923|31/01/2024 23:59|LAI|158086|NGAN_HANG|647350923
GD924|29/02/2024 23:59|LAI|148389|NGAN_HANG|647350923
GD925|31/03/2024 23:59|LAI|159127|NGAN_HANG|647350923
GD926|30/04/2024 23:59|LAI|154517|NGAN_HANG|647350923
GD927|31/05/2024 23:59|LAI|160192|NGAN_HANG|647350923
GD928|30/06/2024 23:59|LAI|155552|NGAN_HANG|647350923
GD929|31/07/2024 23:59|LAI|161265|NGAN_HANG|647350923
GD930|31/08/2024 23:59|LAI|161813|NGAN_HANG|647350923
GD931|30/09/2024 23:59|LAI|157125|NGAN_HANG|647350923
GD932|31/10/2024 23:59|LAI|162897|NGAN_HANG|647350923
GD933|30/11/2024 23:59|LAI|158177|NGAN_HANG|647350923
GD934|31/12/2024 23:59|LAI|163987|NGAN_HANG|647350923
GD935|31/01/2025 23:59|LAI|164544|NGAN_HANG|647350923
GD936|28/02/2025 23:59|LAI|149126|NGAN_HANG|647350923
GD937|31/03/2025 23:59|LAI|165610|NGAN_HANG|647350923
GD938|30/04/2025 23:59|LAI|160812|NGAN_HANG|647350923
GD939|31/05/2025 23:59|LAI|166719|NGAN_HANG|647350923
GD940|30/06/2025 23:59|LAI|161889|NGAN_HANG|647350923
GD941|31/07/2025 23:59|LAI|167835|NGAN_HANG|647350923
GD942|31/08/2025 23:59|LAI|168405|NGAN_HANG|647350923
GD943|30/09/2025 23:59|LAI|163527|NGAN_HANG|647350923
GD944|31/10/2025 23:59|LAI|169533|NGAN_HANG|647350923
GD945|30/11/2025 23:59|LAI|164622|NGAN_HANG|647350923
GD946|31/12/2025 23:59|LAI|170668|NGAN_HANG|647350923
GD947|31/01/2026 23:59|LAI|171248|NGAN_HANG|647350923
GD948|28/02/2026 23:59|LAI|155201|NGAN_HANG|647350923
GD949|31/03/2026 23:59|LAI|172357|NGAN_HANG|647350923
GD950|30/04/2026 23:59|LAI|167364|NGAN_HANG|647350923
GD951|31/05/2026 23:59|LAI|173511|NGAN_HANG|647350923
GD952|31/01/2024 23:59|LAI|5908|NGAN_HANG|526997230
GD953|29/02/2024 23:59|LAI|7807|NGAN_HANG|526997230
GD954|31/03/2024 23:59|LAI|8372|NGAN_HANG|526997230
GD955|30/04/2024 23:59|LAI|8130|NGAN_HANG|526997230
GD956|31/05/2024 23:59|LAI|8428|NGAN_HANG|526997230
GD957|30/06/2024 23:59|LAI|8184|NGAN_HANG|526997230
GD958|31/07/2024 23:59|LAI|8485|NGAN_HANG|526997230
GD959|31/08/2024 23:59|LAI|8513|NGAN_HANG|526997230
GD960|30/09/2024 23:59|LAI|8267|NGAN_HANG|526997230
GD961|31/10/2024 23:59|LAI|8570|NGAN_HANG|526997230
GD962|30/11/2024 23:59|LAI|8322|NGAN_HANG|526997230
GD963|31/12/2024 23:59|LAI|8628|NGAN_HANG|526997230
GD964|31/01/2025 23:59|LAI|8657|NGAN_HANG|526997230
GD965|28/02/2025 23:59|LAI|7846|NGAN_HANG|526997230
GD966|31/03/2025 23:59|LAI|8713|NGAN_HANG|526997230
GD967|30/04/2025 23:59|LAI|8461|NGAN_HANG|526997230
GD968|31/05/2025 23:59|LAI|8772|NGAN_HANG|526997230
GD969|30/06/2025 23:59|LAI|8517|NGAN_HANG|526997230
GD970|31/07/2025 23:59|LAI|8830|NGAN_HANG|526997230
GD971|31/08/2025 23:59|LAI|8860|NGAN_HANG|526997230
GD972|30/09/2025 23:59|LAI|8604|NGAN_HANG|526997230
GD973|31/10/2025 23:59|LAI|8920|NGAN_HANG|526997230
GD974|30/11/2025 23:59|LAI|8661|NGAN_HANG|526997230
GD975|31/12/2025 23:59|LAI|8979|NGAN_HANG|526997230
GD976|31/01/2026 23:59|LAI|9010|NGAN_HANG|526997230
GD977|28/02/2026 23:59|LAI|8166|NGAN_HANG|526997230
GD978|31/03/2026 23:59|LAI|9068|NGAN_HANG|526997230
GD979|30/04/2026 23:59|LAI|8806|NGAN_HANG|526997230
GD980|31/05/2026 23:59|LAI|9129|NGAN_HANG|526997230
GD981|30/11/2023 23:59|LAI|97580|NGAN_HANG|542954793
GD982|31/12/2023 23:59|LAI|104641|NGAN_HANG|542954793
GD983|31/01/2024 23:59|LAI|104996|NGAN_HANG|542954793
GD984|29/02/2024 23:59|LAI|98556|NGAN_HANG|542954793
GD985|31/03/2024 23:59|LAI|105688|NGAN_HANG|542954793
GD986|30/04/2024 23:59|LAI|102626|NGAN_HANG|542954793
GD987|31/05/2024 23:59|LAI|106395|NGAN_HANG|542954793
GD988|30/06/2024 23:59|LAI|103313|NGAN_HANG|542954793
GD989|31/07/2024 23:59|LAI|107108|NGAN_HANG|542954793
GD990|31/08/2024 23:59|LAI|107472|NGAN_HANG|542954793
GD991|30/09/2024 23:59|LAI|104358|NGAN_HANG|542954793
GD992|31/10/2024 23:59|LAI|108191|NGAN_HANG|542954793
GD993|30/11/2024 23:59|LAI|105057|NGAN_HANG|542954793
GD994|31/12/2024 23:59|LAI|108916|NGAN_HANG|542954793
GD995|31/01/2025 23:59|LAI|109286|NGAN_HANG|542954793
GD996|28/02/2025 23:59|LAI|99045|NGAN_HANG|542954793
GD997|31/03/2025 23:59|LAI|109994|NGAN_HANG|542954793
GD998|30/04/2025 23:59|LAI|106807|NGAN_HANG|542954793
GD999|31/05/2025 23:59|LAI|110730|NGAN_HANG|542954793
GD1000|30/06/2025 23:59|LAI|107522|NGAN_HANG|542954793
GD1001|31/07/2025 23:59|LAI|111472|NGAN_HANG|542954793
GD1002|31/08/2025 23:59|LAI|111850|NGAN_HANG|542954793
GD1003|30/09/2025 23:59|LAI|108610|NGAN_HANG|542954793
GD1004|31/10/2025 23:59|LAI|112599|NGAN_HANG|542954793
GD1005|30/11/2025 23:59|LAI|109337|NGAN_HANG|542954793
GD1006|31/12/2025 23:59|LAI|113353|NGAN_HANG|542954793
GD1007|31/01/2026 23:59|LAI|113738|NGAN_HANG|542954793
GD1008|28/02/2026 23:59|LAI|103080|NGAN_HANG|542954793
GD1009|31/03/2026 23:59|LAI|114475|NGAN_HANG|542954793
GD1010|30/04/2026 23:59|LAI|111158|NGAN_HANG|542954793
GD1011|31/05/2026 23:59|LAI|115241|NGAN_HANG|542954793
GD1012|30/04/2024 23:59|LAI|98547|NGAN_HANG|933399355
GD1013|31/05/2024 23:59|LAI|117833|NGAN_HANG|933399355
GD1014|30/06/2024 23:59|LAI|114419|NGAN_HANG|933399355
GD1015|31/07/2024 23:59|LAI|118622|NGAN_HANG|933399355
GD1016|31/08/2024 23:59|LAI|119025|NGAN_HANG|933399355
GD1017|30/09/2024 23:59|LAI|115577|NGAN_HANG|933399355
GD1018|31/10/2024 23:59|LAI|119822|NGAN_HANG|933399355
GD1019|30/11/2024 23:59|LAI|116351|NGAN_HANG|933399355
GD1020|31/12/2024 23:59|LAI|120624|NGAN_HANG|933399355
GD1021|31/01/2025 23:59|LAI|121034|NGAN_HANG|933399355
GD1022|28/02/2025 23:59|LAI|109692|NGAN_HANG|933399355
GD1023|31/03/2025 23:59|LAI|121818|NGAN_HANG|933399355
GD1024|30/04/2025 23:59|LAI|118289|NGAN_HANG|933399355
GD1025|31/05/2025 23:59|LAI|122634|NGAN_HANG|933399355
GD1026|30/06/2025 23:59|LAI|119081|NGAN_HANG|933399355
GD1027|31/07/2025 23:59|LAI|123455|NGAN_HANG|933399355
GD1028|31/08/2025 23:59|LAI|123874|NGAN_HANG|933399355
GD1029|30/09/2025 23:59|LAI|124116|NGAN_HANG|933399355
GD1030|31/10/2025 23:59|LAI|133199|NGAN_HANG|933399355
GD1031|30/11/2025 23:59|LAI|129340|NGAN_HANG|933399355
GD1032|31/12/2025 23:59|LAI|134091|NGAN_HANG|933399355
GD1033|31/01/2026 23:59|LAI|134546|NGAN_HANG|933399355
GD1034|28/02/2026 23:59|LAI|121938|NGAN_HANG|933399355
GD1035|31/03/2026 23:59|LAI|135418|NGAN_HANG|933399355
GD1036|30/04/2026 23:59|LAI|131495|NGAN_HANG|933399355
GD1037|31/05/2026 23:59|LAI|136324|NGAN_HANG|933399355
GD1038|31/03/2022 23:59|LAI|50650|NGAN_HANG|299603733
GD1039|30/04/2022 23:59|LAI|84584|NGAN_HANG|299603733
GD1040|31/05/2022 23:59|LAI|87690|NGAN_HANG|299603733
GD1041|30/06/2022 23:59|LAI|85150|NGAN_HANG|299603733
GD1042|31/07/2022 23:59|LAI|88278|NGAN_HANG|299603733
GD1043|31/08/2022 23:59|LAI|88577|NGAN_HANG|299603733
GD1044|30/09/2022 23:59|LAI|84393|NGAN_HANG|299603733
GD1045|31/10/2022 23:59|LAI|83593|NGAN_HANG|299603733
GD1046|30/11/2022 23:59|LAI|81171|NGAN_HANG|299603733
GD1047|31/12/2022 23:59|LAI|84152|NGAN_HANG|299603733
GD1048|31/01/2023 23:59|LAI|84438|NGAN_HANG|299603733
GD1049|28/02/2023 23:59|LAI|76526|NGAN_HANG|299603733
GD1050|31/03/2023 23:59|LAI|83292|NGAN_HANG|299603733
GD1051|30/04/2023 23:59|LAI|66599|NGAN_HANG|299603733
GD1052|31/05/2023 23:59|LAI|67275|NGAN_HANG|299603733
GD1053|30/06/2023 23:59|LAI|65261|NGAN_HANG|299603733
GD1054|31/07/2023 23:59|LAI|67659|NGAN_HANG|299603733
GD1055|31/08/2023 23:59|LAI|67888|NGAN_HANG|299603733
GD1056|30/09/2023 23:59|LAI|65922|NGAN_HANG|299603733
GD1057|31/10/2023 23:59|LAI|72626|NGAN_HANG|299603733
GD1058|30/11/2023 23:59|LAI|76261|NGAN_HANG|299603733
GD1059|31/12/2023 23:59|LAI|79062|NGAN_HANG|299603733
GD1060|31/01/2024 23:59|LAI|79330|NGAN_HANG|299603733
GD1061|29/02/2024 23:59|LAI|74464|NGAN_HANG|299603733
GD1062|31/03/2024 23:59|LAI|79853|NGAN_HANG|299603733
GD1063|30/04/2024 23:59|LAI|75091|NGAN_HANG|299603733
GD1064|31/05/2024 23:59|LAI|76584|NGAN_HANG|299603733
GD1065|30/06/2024 23:59|LAI|74365|NGAN_HANG|299603733
GD1066|31/07/2024 23:59|LAI|77097|NGAN_HANG|299603733
GD1067|31/08/2024 23:59|LAI|77359|NGAN_HANG|299603733
GD1068|30/09/2024 23:59|LAI|75118|NGAN_HANG|299603733
GD1069|31/10/2024 23:59|LAI|77877|NGAN_HANG|299603733
GD1070|30/11/2024 23:59|LAI|75621|NGAN_HANG|299603733
GD1071|31/12/2024 23:59|LAI|78398|NGAN_HANG|299603733
GD1072|31/01/2025 23:59|LAI|78665|NGAN_HANG|299603733
GD1073|28/02/2025 23:59|LAI|71293|NGAN_HANG|299603733
GD1074|31/03/2025 23:59|LAI|79174|NGAN_HANG|299603733
GD1075|30/04/2025 23:59|LAI|76880|NGAN_HANG|299603733
GD1076|31/05/2025 23:59|LAI|69737|NGAN_HANG|299603733
GD1077|30/06/2025 23:59|LAI|64903|NGAN_HANG|299603733
GD1078|31/07/2025 23:59|LAI|67287|NGAN_HANG|299603733
GD1079|31/08/2025 23:59|LAI|67515|NGAN_HANG|299603733
GD1080|30/09/2025 23:59|LAI|65559|NGAN_HANG|299603733
GD1081|31/10/2025 23:59|LAI|67967|NGAN_HANG|299603733
GD1082|30/11/2025 23:59|LAI|65998|NGAN_HANG|299603733
GD1083|31/12/2025 23:59|LAI|68423|NGAN_HANG|299603733
GD1084|31/01/2026 23:59|LAI|68655|NGAN_HANG|299603733
GD1085|28/02/2026 23:59|LAI|62222|NGAN_HANG|299603733
GD1086|31/03/2026 23:59|LAI|69100|NGAN_HANG|299603733
GD1087|30/04/2026 23:59|LAI|67098|NGAN_HANG|299603733
GD1088|31/05/2026 23:59|LAI|69562|NGAN_HANG|299603733
GD1089|30/04/2020 23:59|LAI|41947|NGAN_HANG|371926798
GD1090|31/05/2020 23:59|LAI|76635|NGAN_HANG|371926798
GD1091|30/06/2020 23:59|LAI|74415|NGAN_HANG|371926798
GD1092|31/07/2020 23:59|LAI|77148|NGAN_HANG|371926798
GD1093|31/08/2020 23:59|LAI|77411|NGAN_HANG|371926798
GD1094|30/09/2020 23:59|LAI|75168|NGAN_HANG|371926798
GD1095|31/10/2020 23:59|LAI|77929|NGAN_HANG|371926798
GD1096|30/11/2020 23:59|LAI|75671|NGAN_HANG|371926798
GD1097|31/12/2020 23:59|LAI|78451|NGAN_HANG|371926798
GD1098|31/01/2021 23:59|LAI|78717|NGAN_HANG|371926798
GD1099|28/02/2021 23:59|LAI|71341|NGAN_HANG|371926798
GD1100|31/03/2021 23:59|LAI|79227|NGAN_HANG|371926798
GD1101|30/04/2021 23:59|LAI|76932|NGAN_HANG|371926798
GD1102|31/05/2021 23:59|LAI|79758|NGAN_HANG|371926798
GD1103|30/06/2021 23:59|LAI|77447|NGAN_HANG|371926798
GD1104|31/07/2021 23:59|LAI|80606|NGAN_HANG|371926798
GD1105|31/08/2021 23:59|LAI|80901|NGAN_HANG|371926798
GD1106|30/09/2021 23:59|LAI|78558|NGAN_HANG|371926798
GD1107|31/10/2021 23:59|LAI|81443|NGAN_HANG|371926798
GD1108|30/11/2021 23:59|LAI|79084|NGAN_HANG|371926798
GD1109|31/12/2021 23:59|LAI|81989|NGAN_HANG|371926798
GD1110|31/01/2022 23:59|LAI|82267|NGAN_HANG|371926798
GD1111|28/02/2022 23:59|LAI|74558|NGAN_HANG|371926798
GD1112|31/03/2022 23:59|LAI|82800|NGAN_HANG|371926798
GD1113|30/04/2022 23:59|LAI|80401|NGAN_HANG|371926798
GD1114|31/05/2022 23:59|LAI|83354|NGAN_HANG|371926798
GD1115|30/06/2022 23:59|LAI|80939|NGAN_HANG|371926798
GD1116|31/07/2022 23:59|LAI|83912|NGAN_HANG|371926798
GD1117|31/08/2022 23:59|LAI|84198|NGAN_HANG|371926798
GD1118|30/09/2022 23:59|LAI|81758|NGAN_HANG|371926798
GD1119|31/10/2022 23:59|LAI|84761|NGAN_HANG|371926798
GD1120|30/11/2022 23:59|LAI|82306|NGAN_HANG|371926798
GD1121|31/12/2022 23:59|LAI|85329|NGAN_HANG|371926798
GD1122|31/01/2023 23:59|LAI|85619|NGAN_HANG|371926798
GD1123|28/02/2023 23:59|LAI|77596|NGAN_HANG|371926798
GD1124|31/03/2023 23:59|LAI|87867|NGAN_HANG|371926798
GD1125|30/04/2023 23:59|LAI|92150|NGAN_HANG|371926798
GD1126|31/05/2023 23:59|LAI|95535|NGAN_HANG|371926798
GD1127|30/06/2023 23:59|LAI|92767|NGAN_HANG|371926798
GD1128|31/07/2023 23:59|LAI|96174|NGAN_HANG|371926798
GD1129|31/08/2023 23:59|LAI|96501|NGAN_HANG|371926798
GD1130|30/09/2023 23:59|LAI|93705|NGAN_HANG|371926798
GD1131|31/10/2023 23:59|LAI|97147|NGAN_HANG|371926798
GD1132|30/11/2023 23:59|LAI|94333|NGAN_HANG|371926798
GD1133|31/12/2023 23:59|LAI|97798|NGAN_HANG|371926798
GD1134|31/01/2024 23:59|LAI|97975|NGAN_HANG|371926798
GD1135|29/02/2024 23:59|LAI|91550|NGAN_HANG|371926798
GD1136|31/03/2024 23:59|LAI|98175|NGAN_HANG|371926798
GD1137|30/04/2024 23:59|LAI|95331|NGAN_HANG|371926798
GD1138|31/05/2024 23:59|LAI|98833|NGAN_HANG|371926798
GD1139|30/06/2024 23:59|LAI|95969|NGAN_HANG|371926798
GD1140|31/07/2024 23:59|LAI|99494|NGAN_HANG|371926798
GD1141|31/08/2024 23:59|LAI|99832|NGAN_HANG|371926798
GD1142|30/09/2024 23:59|LAI|96940|NGAN_HANG|371926798
GD1143|31/10/2024 23:59|LAI|100501|NGAN_HANG|371926798
GD1144|30/11/2024 23:59|LAI|97589|NGAN_HANG|371926798
GD1145|31/12/2024 23:59|LAI|101174|NGAN_HANG|371926798
GD1146|31/01/2025 23:59|LAI|101518|NGAN_HANG|371926798
GD1147|28/02/2025 23:59|LAI|92005|NGAN_HANG|371926798
GD1148|31/03/2025 23:59|LAI|102175|NGAN_HANG|371926798
GD1149|30/04/2025 23:59|LAI|99215|NGAN_HANG|371926798
GD1150|31/05/2025 23:59|LAI|102859|NGAN_HANG|371926798
GD1151|30/06/2025 23:59|LAI|99879|NGAN_HANG|371926798
GD1152|31/07/2025 23:59|LAI|103548|NGAN_HANG|371926798
GD1153|31/08/2025 23:59|LAI|103900|NGAN_HANG|371926798
GD1154|30/09/2025 23:59|LAI|97322|NGAN_HANG|371926798
GD1155|31/10/2025 23:59|LAI|95860|NGAN_HANG|371926798
GD1156|30/11/2025 23:59|LAI|91383|NGAN_HANG|371926798
GD1157|31/12/2025 23:59|LAI|94740|NGAN_HANG|371926798
GD1158|31/01/2026 23:59|LAI|95062|NGAN_HANG|371926798
GD1159|28/02/2026 23:59|LAI|86154|NGAN_HANG|371926798
GD1160|31/03/2026 23:59|LAI|95677|NGAN_HANG|371926798
GD1161|30/04/2026 23:59|LAI|92905|NGAN_HANG|371926798
GD1162|31/05/2026 23:59|LAI|96318|NGAN_HANG|371926798
GD1163|31/08/2024 23:59|LAI|48458|NGAN_HANG|986467148
GD1164|30/09/2024 23:59|LAI|80924|NGAN_HANG|986467148
GD1165|31/10/2024 23:59|LAI|83896|NGAN_HANG|986467148
GD1166|30/11/2024 23:59|LAI|81466|NGAN_HANG|986467148
GD1167|31/12/2024 23:59|LAI|84458|NGAN_HANG|986467148
GD1168|31/01/2025 23:59|LAI|84745|NGAN_HANG|986467148
GD1169|28/02/2025 23:59|LAI|76734|NGAN_HANG|986467148
GD1170|31/03/2025 23:59|LAI|83146|NGAN_HANG|986467148
GD1171|30/04/2025 23:59|LAI|80737|NGAN_HANG|986467148
GD1172|31/05/2025 23:59|LAI|83703|NGAN_HANG|986467148
GD1173|30/06/2025 23:59|LAI|81278|NGAN_HANG|986467148
GD1174|31/07/2025 23:59|LAI|84263|NGAN_HANG|986467148
GD1175|31/08/2025 23:59|LAI|84549|NGAN_HANG|986467148
GD1176|30/09/2025 23:59|LAI|82100|NGAN_HANG|986467148
GD1177|31/10/2025 23:59|LAI|85116|NGAN_HANG|986467148
GD1178|30/11/2025 23:59|LAI|82650|NGAN_HANG|986467148
GD1179|31/12/2025 23:59|LAI|85686|NGAN_HANG|986467148
GD1180|31/01/2026 23:59|LAI|85977|NGAN_HANG|986467148
GD1181|28/02/2026 23:59|LAI|77920|NGAN_HANG|986467148
GD1182|31/03/2026 23:59|LAI|86533|NGAN_HANG|986467148
GD1183|30/04/2026 23:59|LAI|84026|NGAN_HANG|986467148
GD1184|31/05/2026 23:59|LAI|87113|NGAN_HANG|986467148
GD1185|31/01/2023 23:59|LAI|125670|NGAN_HANG|797825919
GD1186|28/02/2023 23:59|LAI|130710|NGAN_HANG|797825919
GD1187|31/03/2023 23:59|LAI|145158|NGAN_HANG|797825919
GD1188|30/04/2023 23:59|LAI|140953|NGAN_HANG|797825919
GD1189|31/05/2023 23:59|LAI|146130|NGAN_HANG|797825919
GD1190|30/06/2023 23:59|LAI|141897|NGAN_HANG|797825919
GD1191|31/07/2023 23:59|LAI|147109|NGAN_HANG|797825919
GD1192|31/08/2023 23:59|LAI|151836|NGAN_HANG|797825919
GD1193|30/09/2023 23:59|LAI|149111|NGAN_HANG|797825919
